Number of bedrooms,Number of bathrooms,Living area,Lot area,Average Room Size,Floor Area Ratio,Number of floors,Waterfront present,Average views number,Condition of the house,Built Year,House Age,Renovation Year,Was Renovated,Postal Code,Number of schools nearby,Distance from the airport,Price
4,4,2160,3600,540,0.6,2.0,0,0,3,1998,25,1998,No,122044,1,55,601000
4,3,2270,10000,567,0.23,1.0,0,0,5,1974,49,1974,No,122027,1,80,596000
4,2,2410,8447,602,0.29,2.0,0,3,4,1936,87,1980,Yes,122019,2,72,550000
4,2,2100,8880,525,0.24,1.0,0,0,4,1958,65,1958,No,122029,1,55,548000
4,3,1850,7850,462,0.24,2.0,0,0,3,1985,38,1985,No,122005,3,64,540000
4,2,1630,6120,407,0.27,1.0,0,0,5,1918,105,1918,No,122006,1,61,540000
4,2,2260,19500,565,0.12,1.0,0,2,3,1971,52,1971,No,122019,2,79,540000
3,3,3150,21893,1050,0.14,2.0,0,0,3,2006,17,2006,No,122041,1,52,530000
6,3,2880,7560,480,0.38,2.0,0,0,3,1980,43,1980,No,122054,1,50,525000
3,3,1810,8158,603,0.22,1.0,0,0,3,1984,39,1984,No,122019,2,64,507000
3,3,3040,5326,1013,0.57,2.0,0,0,3,2008,15,2008,No,122042,2,77,500000
5,2,2460,14100,492,0.17,1.0,0,0,3,1972,51,1972,No,122058,2,71,485000
2,1,1130,3800,565,0.3,1.0,0,0,4,1916,107,1916,No,122007,3,62,485000
3,1,1360,3880,453,0.35,1.0,0,0,3,1963,60,1963,No,122007,1,62,466950
3,3,1850,7923,616,0.23,1.0,0,0,4,1977,46,1977,No,122010,3,59,461000
3,2,1810,12600,603,0.14,1.0,0,0,3,1977,46,1977,No,122033,2,61,450000
3,3,2450,19744,816,0.12,2.0,0,0,3,1990,33,1990,No,122024,1,80,450000
4,3,2290,5515,572,0.42,2.0,0,0,3,2006,17,2006,No,122034,2,61,450000
3,2,1470,7590,490,0.19,1.0,0,0,3,1988,35,1988,No,122007,1,51,449950
3,3,1650,3076,550,0.54,2.0,0,0,3,2003,20,2003,No,122045,1,57,447000
3,2,1480,7749,493,0.19,1.0,0,0,5,1960,63,1960,No,122064,2,67,446450
3,3,2060,11231,686,0.18,2.0,0,0,3,1987,36,1987,No,122021,2,80,440000
3,3,2150,9266,716,0.23,2.0,0,0,3,1988,35,1988,No,122058,3,53,428040
4,2,1700,9000,425,0.19,1.0,0,0,3,1967,56,1967,No,122033,2,53,423000
2,1,1070,4500,535,0.24,1.0,0,0,3,1937,86,1937,No,122006,3,54,415000
6,2,2350,6554,391,0.36,2.0,0,1,3,1905,118,1905,No,122063,1,57,400000
3,3,1920,12244,640,0.16,2.0,0,0,3,1998,25,1998,No,122055,3,80,380600
4,3,2310,7800,577,0.3,2.0,0,0,3,2011,12,2011,No,122035,1,67,375000
4,2,1970,14490,492,0.14,1.5,0,0,4,1963,60,1963,No,122015,3,78,374950
4,3,2080,11050,520,0.19,1.0,0,0,4,1969,54,1969,No,122015,3,63,364000
3,2,2200,11520,733,0.19,1.0,0,0,4,1952,71,1952,No,122038,2,53,359000
1,1,900,6380,900,0.14,1.0,0,0,3,1947,76,1947,No,122022,2,59,350000
3,3,1740,9134,580,0.19,2.0,0,0,3,2008,15,2008,No,122034,1,50,342000
2,1,1120,7440,560,0.15,1.0,0,0,4,1939,84,1939,No,122014,3,64,335900
2,1,520,6862,260,0.08,1.0,0,0,4,1924,99,1980,Yes,122062,1,72,330000
4,3,1990,3980,497,0.5,2.0,0,0,3,2002,21,2002,No,122046,3,61,328000
4,2,2320,9240,580,0.25,1.0,0,0,3,1959,64,2014,Yes,122063,2,52,324950
2,1,820,8370,410,0.1,1.0,0,0,4,1941,82,1941,No,122050,3,63,324000
5,3,2500,13034,500,0.19,1.0,0,0,3,1962,61,1962,No,122023,1,71,323000
3,3,2020,26670,673,0.08,2.0,0,0,3,1987,36,1987,No,122040,1,55,309900
4,3,2267,3577,566,0.63,2.0,0,0,3,2014,9,2014,No,122023,2,77,306000
3,3,1840,8234,613,0.22,2.0,0,0,3,1994,29,1994,No,122040,3,63,297000
4,3,2040,7800,510,0.26,2.0,0,0,3,2003,20,2003,No,122056,2,50,294000
3,1,960,6400,320,0.15,1.0,0,0,4,1944,79,1944,No,122063,2,53,289500
4,2,1940,6386,485,0.3,1.0,0,0,3,1954,69,1954,No,122051,3,53,280000
4,2,1850,7730,462,0.24,1.0,0,0,5,1956,67,1956,No,122038,3,50,270000
3,2,1300,1920,433,0.68,2.0,0,0,3,2006,17,2006,No,122064,1,68,270000
1,1,880,1642,880,0.54,1.0,0,0,3,1910,113,1910,No,122064,1,77,255000
3,3,1830,7770,610,0.24,1.0,0,0,4,1977,46,1977,No,122035,2,55,255000
3,2,1320,10454,440,0.13,1.0,0,0,4,1968,55,1968,No,122072,2,64,249950
2,1,720,5160,360,0.14,1.0,0,0,3,1949,74,1949,No,122034,3,61,248500
3,2,2040,13125,680,0.16,1.0,0,0,3,1910,113,1910,No,122056,2,64,245000
3,3,2110,7794,703,0.27,1.0,0,0,3,1981,42,1981,No,122043,2,74,243500
3,1,1120,10665,373,0.11,1.0,0,0,4,1961,62,1961,No,122039,2,72,225000
3,2,1070,9331,356,0.11,1.0,0,0,3,1956,67,1956,No,122014,1,58,220000
3,1,1460,5000,486,0.29,1.0,0,0,4,1957,66,1957,No,122042,1,63,220000
3,1,1400,7800,466,0.18,1.0,0,0,3,1962,61,1962,No,122015,3,54,217000
3,2,1050,18304,350,0.06,1.0,0,0,4,1953,70,1953,No,122039,3,78,169100
5,4,4370,12240,874,0.36,2.0,0,0,3,1990,33,1990,No,122048,1,53,1500000
4,4,3560,16782,890,0.21,2.0,0,0,3,2014,9,2014,No,122057,2,79,1400000
4,4,3700,13175,925,0.28,2.0,0,0,4,1989,34,1989,No,122027,2,77,1290000
4,3,3770,10893,942,0.35,2.0,0,2,3,1997,26,1997,No,122027,2,67,1040000
3,3,2560,3600,853,0.71,2.0,0,0,3,1994,29,1994,No,122003,1,68,925000
4,3,3950,10214,987,0.39,1.0,0,3,3,1955,68,1955,No,122007,3,79,900000
4,2,1980,7200,495,0.28,2.0,0,3,3,1910,113,1910,No,122003,3,66,900000
4,4,2970,5000,742,0.59,2.0,0,2,3,2001,22,2001,No,122007,1,74,866800
3,3,2970,9600,990,0.31,2.0,0,0,3,1994,29,1994,No,122027,3,59,820000
3,2,2090,5015,696,0.42,1.5,0,0,5,1920,103,1920,No,122047,3,72,785000
4,3,3430,6500,857,0.53,2.0,0,0,3,2006,17,2006,No,122005,2,53,780000
4,3,2990,9643,747,0.31,2.0,0,0,3,2003,20,2003,No,122019,2,74,772000
3,2,2280,7800,760,0.29,1.0,0,3,4,1941,82,1941,No,122007,1,71,750000
4,3,2500,10330,625,0.24,2.0,0,0,3,1992,31,1992,No,122027,2,65,740000
3,2,1740,3060,580,0.57,1.0,0,0,5,1930,93,2014,Yes,122006,2,65,733000
4,3,3420,17038,855,0.2,2.0,0,0,3,2007,16,2007,No,122033,1,50,720000
2,1,1260,5800,630,0.22,1.0,0,0,4,1939,84,1939,No,122032,1,54,661000
3,2,980,6002,326,0.16,1.0,0,0,4,1942,81,1942,No,122010,1,60,657500
3,2,1340,2720,446,0.49,1.5,0,0,3,1913,110,1913,No,122028,3,51,650000
3,1,1530,4944,510,0.31,1.0,0,0,3,1950,73,1950,No,122028,2,53,640000
4,3,2070,7200,517,0.29,1.0,0,0,5,1977,46,1977,No,122010,3,62,625000
3,2,2060,4080,686,0.5,1.0,0,0,5,1921,102,1921,No,122054,3,56,607000
2,2,1780,4750,890,0.37,1.0,0,0,4,1947,76,1947,No,122007,2,53,555000
4,3,2060,9719,515,0.21,1.0,0,0,4,1960,63,1960,No,122027,3,75,550000
3,2,1700,5750,566,0.3,1.5,0,2,5,1925,98,1925,No,122064,2,50,545000
2,1,920,4000,460,0.23,1.0,0,0,4,1906,117,1906,No,122004,3,50,514000
3,2,1730,9334,576,0.19,1.0,0,0,3,1977,46,1977,No,122005,3,54,499990
4,3,2740,2811,685,0.97,2.0,0,0,3,2003,20,2003,No,122021,2,67,495000
3,2,1490,11360,496,0.13,1.0,0,0,3,1975,48,1975,No,122029,2,60,490000
5,3,2010,3600,402,0.56,1.5,0,0,3,1912,111,1912,No,122003,3,70,475000
3,3,1340,10018,446,0.13,1.0,0,0,4,1976,47,1976,No,122005,2,51,425000
3,2,1740,18000,580,0.1,1.0,0,0,3,1989,34,1989,No,122058,1,78,405000
2,2,1160,1648,580,0.7,2.0,0,0,3,2002,21,2002,No,122054,2,73,375000
3,2,1400,2445,466,0.57,1.0,0,0,3,2002,21,2002,No,122054,2,54,373000
3,1,1010,3060,336,0.33,1.5,0,0,3,1904,119,1904,No,122051,1,51,345000
4,3,2060,5607,515,0.37,2.0,0,0,3,2002,21,2002,No,122046,3,77,343888
1,1,860,4800,860,0.18,1.0,0,0,3,1907,116,1907,No,122044,2,64,330000
3,1,1040,11900,346,0.09,1.0,0,0,5,1972,51,1972,No,122069,3,51,330000
3,3,1830,12750,610,0.14,2.0,0,0,3,1991,32,1991,No,122056,3,60,300000
4,2,1580,9600,395,0.16,1.0,0,0,5,1965,58,1965,No,122043,1,63,300000
4,3,2180,11132,545,0.2,1.0,0,0,4,1978,45,1978,No,122018,2,50,275000
2,1,770,5160,385,0.15,1.0,0,0,3,1943,80,1943,No,122034,2,67,265000
3,2,1350,7827,450,0.17,1.0,0,0,4,1968,55,1968,No,122065,2,60,259950
3,1,1370,11658,456,0.12,1.0,0,0,4,1958,65,1958,No,122046,3,78,249950
4,2,1670,5200,417,0.32,1.0,0,0,4,1977,46,1977,No,122035,1,76,229999
3,2,1440,7187,480,0.2,1.0,0,0,4,1981,42,1981,No,122018,3,57,222000
3,1,1200,8316,400,0.14,1.0,0,0,4,1953,70,1953,No,122072,3,69,214000
3,1,1170,8816,390,0.13,1.0,0,0,4,1966,57,1966,No,122018,2,59,207500
2,1,840,12252,420,0.07,1.0,0,0,3,1994,29,1994,No,122062,3,53,190000
2,2,1050,2926,525,0.36,1.0,0,0,4,1974,49,1974,No,122043,2,65,187000
2,1,880,9000,440,0.1,1.0,0,0,3,1928,95,1928,No,122070,1,51,130000
4,4,3550,15151,887,0.23,2.0,0,0,3,2004,19,2004,No,122020,1,58,959900
5,3,2840,5000,568,0.57,1.0,0,0,4,1913,110,1913,No,122054,2,54,739000
3,1,1330,5850,443,0.23,1.0,0,0,3,1954,69,1954,No,122059,3,50,320000
2,1,740,6840,370,0.11,1.0,0,0,5,1942,81,1942,No,122064,3,52,250000
3,3,2830,9680,943,0.29,2.0,0,0,3,1991,32,1991,No,122019,2,79,710000
3,3,3440,18167,1146,0.19,2.0,0,0,3,1991,32,1991,No,122018,3,53,610000
3,2,1240,8611,413,0.14,1.0,0,0,4,1973,50,1973,No,122038,3,69,380000
4,3,2570,4000,642,0.64,2.0,0,0,3,1909,114,2014,Yes,122006,3,58,1180000
5,5,4610,13252,922,0.35,2.0,0,4,3,2004,19,2004,No,122020,2,68,1170000
4,3,2430,6325,607,0.38,2.0,0,0,4,1919,104,1919,No,122061,3,62,990000
4,3,3780,10962,945,0.34,2.0,0,0,3,1990,33,1990,No,122010,2,53,980000
4,4,3560,7178,890,0.5,2.0,0,3,3,2006,17,2006,No,122005,1,58,833000
3,2,1870,9527,623,0.2,1.0,0,0,4,1951,72,1997,Yes,122057,2,54,832500
4,3,3520,9901,880,0.36,2.0,0,0,3,1998,25,1998,No,122019,1,60,828000
3,3,2040,10033,680,0.2,1.0,0,0,4,1974,49,1974,No,122049,2,78,726000
5,2,3180,10800,636,0.29,1.0,0,0,3,1968,55,1968,No,122005,2,60,708000
6,2,2570,4240,428,0.61,1.5,0,0,4,1911,112,1911,No,122006,2,58,705000
4,3,2780,4688,695,0.59,2.0,0,0,3,2003,20,2003,No,122015,3,63,690000
4,2,2240,11040,560,0.2,1.0,0,0,5,1961,62,1961,No,122010,1,75,649000
4,4,2760,4104,690,0.67,2.0,0,0,3,2014,9,2014,No,122053,2,69,641000
3,3,2580,7500,860,0.34,2.0,0,0,3,1991,32,1991,No,122009,1,66,640000
3,2,2360,4063,786,0.58,1.0,0,0,5,1940,83,1940,No,122007,2,67,631750
2,2,1490,5750,745,0.26,1.5,0,0,4,1900,123,1900,No,122009,1,56,625000
3,1,1240,4080,413,0.3,1.0,0,0,3,1925,98,1925,No,122028,1,60,625000
4,2,2710,9216,677,0.29,1.0,0,0,3,1961,62,1961,No,122064,3,58,624000
2,3,1830,1988,915,0.92,2.0,0,0,3,2011,12,2011,No,122009,2,58,600000
5,3,3110,15783,622,0.2,1.0,0,0,3,1974,49,1974,No,122005,2,67,580000
3,1,1500,4500,500,0.33,1.0,0,0,3,1938,85,1938,No,122007,1,60,578000
3,2,1470,5000,490,0.29,1.5,0,0,5,1900,123,1900,No,122026,2,80,554600
4,3,2890,9045,722,0.32,2.0,0,0,3,2001,22,2001,No,122055,2,80,550000
5,3,3100,5250,620,0.59,2.0,0,0,3,2006,17,2006,No,122008,2,52,539950
3,3,2790,19485,930,0.14,2.0,0,0,3,1990,33,1990,No,122015,1,50,535000
3,3,2010,5133,670,0.39,2.0,0,0,4,1986,37,1986,No,122011,1,58,530000
4,2,1740,8160,435,0.21,1.5,0,0,4,1946,77,1946,No,122050,1,52,515000
4,1,1060,7200,265,0.15,1.0,0,1,3,1925,98,1925,No,122051,3,50,510000
3,2,1960,8815,653,0.22,1.0,0,0,4,1958,65,1958,No,122027,2,52,500000
3,1,1630,8308,543,0.2,1.5,0,0,3,1948,75,1948,No,122052,3,63,474900
2,1,1120,4284,560,0.26,1.0,0,0,3,1921,102,1921,No,122004,3,67,469000
2,3,1480,2167,740,0.68,2.0,0,0,3,2007,16,2007,No,122005,2,50,468000
3,3,1650,7313,550,0.23,1.0,0,0,3,1975,48,1975,No,122017,3,64,460000
2,1,880,6731,440,0.13,1.0,0,0,4,1950,73,1950,No,122009,1,76,454000
4,3,2090,14141,522,0.15,1.5,0,0,4,1941,82,1941,No,122031,3,66,449000
4,3,1530,8375,382,0.18,1.0,0,0,3,1974,49,1974,No,122033,2,66,446000
4,2,1540,5920,385,0.26,1.5,0,0,5,1935,88,1935,No,122022,1,69,442500
3,3,1740,9682,580,0.18,1.0,0,0,5,1969,54,1969,No,122053,2,50,425000
3,1,1160,7491,386,0.15,1.0,0,0,4,1917,106,1917,No,122050,1,69,417500
2,1,1480,4080,740,0.36,1.0,0,0,3,1949,74,1949,No,122007,1,53,410000
3,1,990,10752,330,0.09,1.5,0,0,4,1929,94,1929,No,122038,3,55,402500
3,1,1020,18050,340,0.06,1.0,0,0,3,1969,54,1969,No,122012,2,56,399950
4,2,2020,9750,505,0.21,1.0,0,0,3,1975,48,1975,No,122019,3,74,390000
3,2,1840,8580,613,0.21,1.0,0,0,3,1990,33,1990,No,122046,3,63,380000
3,1,1440,4050,480,0.36,1.5,0,0,4,1928,95,1928,No,122014,2,69,370000
3,3,3300,11525,1100,0.29,1.0,0,0,5,1961,62,1961,No,122043,3,57,360500
4,2,2160,8000,540,0.27,1.0,0,0,4,1976,47,1976,No,122018,1,58,355000
2,1,840,6720,420,0.12,1.0,0,0,3,1952,71,1952,No,122009,2,66,355000
3,1,1470,8400,490,0.17,1.0,0,0,4,1953,70,1953,No,122038,3,70,352500
3,1,1020,4980,340,0.2,1.0,0,0,4,1941,82,1941,No,122038,3,72,350000
2,1,1350,4494,675,0.3,1.0,0,0,3,1949,74,1949,No,122064,3,66,345000
3,3,2420,7423,806,0.33,2.0,0,0,3,1990,33,1990,No,122023,3,64,339900
3,3,1590,13440,530,0.12,2.0,0,0,3,1992,31,1992,No,122042,2,62,338000
3,1,1050,7560,350,0.14,1.0,0,0,3,1951,72,1951,No,122064,3,71,333000
3,2,1850,14986,616,0.12,2.0,0,0,3,1943,80,2005,Yes,122015,2,65,330000
2,1,970,4800,485,0.2,1.0,0,0,3,1911,112,1940,Yes,122009,3,56,313300
2,1,1170,5150,585,0.23,1.0,0,0,3,1907,116,1907,No,122051,1,63,312000
3,1,1120,8631,373,0.13,1.0,0,0,3,1942,81,1942,No,122022,1,53,311000
2,1,860,7250,430,0.12,1.0,0,0,3,1949,74,1949,No,122038,2,73,305000
4,3,2270,9600,567,0.24,1.0,0,0,3,1976,47,1976,No,122018,3,74,304999
3,2,2030,17120,676,0.12,1.0,0,2,4,1966,57,1966,No,122023,2,54,295450
3,1,960,9000,320,0.11,1.0,0,0,4,1955,68,1955,No,122027,3,56,290000
3,2,1550,7410,516,0.21,1.5,0,0,5,1944,79,1944,No,122063,2,74,280000
4,1,1210,6000,302,0.2,1.5,0,2,3,1943,80,1943,No,122063,1,57,279000
2,1,940,5000,470,0.19,1.0,0,0,3,1951,72,1951,No,122064,2,62,275000
3,2,2140,13068,713,0.16,1.0,0,0,4,1974,49,1974,No,122023,3,72,271675
3,1,1500,5605,500,0.27,1.0,0,0,5,1942,81,1942,No,122034,2,75,270000
3,2,1320,2625,440,0.5,2.0,0,0,3,1986,37,1986,No,122038,3,57,269000
5,4,1400,8580,280,0.16,1.0,0,0,5,1954,69,1954,No,122070,1,69,265000
3,1,1170,7395,390,0.16,1.0,0,0,4,1969,54,1969,No,122042,3,55,255000
3,2,1070,5150,356,0.21,1.0,0,0,4,1940,83,1940,No,122034,1,66,249000
3,2,1450,8378,483,0.17,1.0,0,0,4,1978,45,1978,No,122018,1,52,230000
4,3,1680,6003,420,0.28,1.0,0,0,3,1997,26,1997,No,122072,3,69,230000
2,1,900,6400,450,0.14,1.0,0,0,5,1938,85,1938,No,122068,3,67,205500
5,2,1770,15525,354,0.11,1.0,0,0,4,1959,64,1959,No,122015,3,79,200000
3,1,1320,6534,440,0.2,1.0,0,0,3,1952,71,1952,No,122042,1,53,159000
4,3,2810,8570,702,0.33,2.0,0,0,3,1993,30,1993,No,122048,3,77,1570000
5,4,3220,8000,644,0.4,2.0,0,0,3,2008,15,2008,No,122010,1,54,1210000
3,2,2250,8000,750,0.28,1.0,0,2,4,1955,68,1955,No,122050,1,80,998800
4,3,2620,16200,655,0.16,1.0,0,2,4,1950,73,1993,Yes,122010,2,72,968060
5,4,4050,13495,810,0.3,1.0,0,2,4,1988,35,1988,No,122031,1,64,925000
4,3,3190,14565,797,0.22,2.0,0,0,3,1990,33,1990,No,122037,1,57,870000
6,5,2750,4400,458,0.62,2.0,0,0,3,1987,36,1987,No,122028,3,66,869900
4,3,3070,6923,767,0.44,2.0,0,0,3,2009,14,2009,No,122010,2,52,860000
5,2,2510,6000,502,0.42,1.5,0,0,5,1920,103,1920,No,122054,2,77,860000
4,3,3100,10245,775,0.3,2.0,0,0,3,1999,24,1999,No,122005,3,59,792000
4,3,2240,8664,560,0.26,1.0,0,0,5,1975,48,1975,No,122010,2,65,790000
4,3,2690,8036,672,0.33,2.0,0,0,4,1987,36,1987,No,122030,2,53,790000
3,3,2120,9297,706,0.23,2.0,0,0,4,1981,42,1981,No,122027,3,68,720000
4,4,2720,9000,680,0.3,2.0,0,0,3,1997,26,1997,No,122022,3,74,709050
4,3,2650,6240,662,0.42,2.0,0,0,3,2013,10,2013,No,122045,2,51,702000
4,3,2800,5368,700,0.52,2.0,0,0,3,2003,20,2003,No,122019,1,80,676000
4,2,1890,5188,472,0.36,1.5,0,0,4,1940,83,1940,No,122004,2,56,675000
4,4,3270,15704,817,0.21,2.0,0,0,3,1990,33,1990,No,122019,2,60,650000
3,3,2160,4000,720,0.54,1.5,0,0,3,1903,120,2013,Yes,122044,2,61,640000
3,3,2110,5608,703,0.38,1.0,0,0,3,2013,10,2013,No,122010,3,78,604950
3,3,1580,11580,526,0.14,1.0,0,0,4,1979,44,1979,No,122027,2,66,602000
2,2,870,4800,435,0.18,1.0,0,0,3,1924,99,1924,No,122003,2,58,595000
2,2,1750,19709,875,0.09,1.5,0,0,4,1978,45,1978,No,122062,3,73,575000
3,3,2060,4812,686,0.43,2.0,0,0,3,1990,33,1990,No,122011,2,67,533000
3,2,1520,8835,506,0.17,1.0,0,0,4,1957,66,1957,No,122029,1,71,525000
4,3,2620,7001,655,0.37,2.0,0,0,3,2012,11,2012,No,122025,1,65,499990
4,3,3010,15750,752,0.19,1.0,0,0,4,1973,50,1973,No,122033,1,52,482000
3,2,1720,5280,573,0.33,1.0,0,0,4,1943,80,1943,No,122032,2,67,465000
3,3,1590,4094,530,0.39,2.0,0,0,3,1991,32,1991,No,122044,1,75,454000
2,1,1340,8100,670,0.17,1.0,0,2,3,1950,73,1950,No,122050,1,79,452000
2,2,1250,2890,625,0.43,1.0,0,0,4,1920,103,1920,No,122028,3,60,450000
3,2,1250,3880,416,0.32,1.0,0,0,4,1944,79,1944,No,122007,2,56,443725
3,2,2050,6384,683,0.32,1.0,0,0,3,1958,65,1958,No,122064,1,61,442000
3,2,2000,11880,666,0.17,2.0,0,0,3,1979,44,1979,No,122020,1,66,440000
4,3,2780,15075,695,0.18,2.0,0,0,3,1985,38,1985,No,122015,3,60,439950
3,2,2520,5043,840,0.5,1.0,0,0,3,1957,66,1957,No,122064,1,61,429000
3,1,1130,9147,376,0.12,1.0,0,0,5,1952,71,1952,No,122010,1,73,426000
3,3,1890,7498,630,0.25,1.0,0,0,3,1987,36,1987,No,122022,1,65,423500
5,2,1960,3748,392,0.52,1.0,0,0,3,1965,58,1965,No,122038,2,69,415000
3,2,1510,6597,503,0.23,1.0,0,0,4,1939,84,1939,No,122054,1,79,410000
2,1,1180,10800,590,0.11,1.0,0,0,3,1984,39,1984,No,122017,2,69,400000
3,3,1740,11040,580,0.16,2.0,0,0,3,1980,43,1980,No,122058,1,61,400000
4,2,1820,7102,455,0.26,1.0,0,0,3,1950,73,1950,No,122014,1,64,385000
2,1,880,6171,440,0.14,1.0,0,0,4,1949,74,1949,No,122022,1,51,378500
3,1,1230,9877,410,0.12,1.0,0,0,3,1954,69,1954,No,122027,1,54,375000
3,3,1520,5649,506,0.27,2.0,0,0,4,1989,34,1989,No,122033,2,56,375000
3,3,2120,9653,706,0.22,2.0,0,0,3,1992,31,1992,No,122065,1,67,374950
3,2,1300,3844,433,0.34,1.0,0,0,3,1985,38,1985,No,122038,3,75,369000
4,3,2810,10433,702,0.27,2.0,0,0,3,2001,22,2001,No,122068,1,60,350000
4,3,2382,5899,595,0.4,2.0,0,0,3,2011,12,2011,No,122040,2,71,345000
3,2,1260,8487,420,0.15,1.0,0,0,3,1970,53,1970,No,122017,1,80,335500
4,3,2210,7214,552,0.31,2.0,0,0,3,2003,20,2003,No,122040,3,76,335000
4,3,2160,8817,540,0.24,1.0,0,0,3,1965,58,1965,No,122038,1,79,335000
2,1,1480,6210,740,0.24,1.0,0,0,3,1950,73,1950,No,122038,1,77,331000
3,3,1740,1844,580,0.94,2.0,0,0,3,2008,15,2008,No,122034,3,55,330000
2,1,1050,4800,525,0.22,1.0,0,0,4,1969,54,1969,No,122052,1,63,325000
3,3,1740,5267,580,0.33,2.0,0,0,3,1999,24,1999,No,122024,2,59,325000
2,1,750,5534,375,0.14,1.0,0,0,3,1947,76,1947,No,122050,3,77,325000
4,3,2050,8424,512,0.24,2.0,0,0,4,1993,30,1993,No,122068,1,69,320000
2,3,1460,1607,730,0.91,2.0,0,0,3,2007,16,2007,No,122034,3,51,309950
3,3,1646,9519,548,0.17,2.0,0,0,3,1994,29,1994,No,122024,3,61,305000
4,3,2100,6783,525,0.31,2.0,0,0,3,2003,20,2003,No,122035,1,50,303000
3,2,1310,9761,436,0.13,1.0,0,0,3,1967,56,1967,No,122033,1,78,300000
4,2,1640,7200,410,0.23,1.0,0,0,5,1944,79,1944,No,122031,3,61,299999
4,3,1850,6663,462,0.28,2.0,0,0,3,1990,33,1990,No,122065,2,70,295000
4,3,2250,4495,562,0.5,2.0,0,0,3,2008,15,2008,No,122035,3,67,292500
3,2,1780,11342,593,0.16,1.0,0,0,3,1964,59,1964,No,122060,3,58,280000
3,2,1260,22100,420,0.06,2.0,0,0,4,1981,42,1981,No,122018,3,75,277500
5,1,1600,7350,320,0.22,1.0,0,0,5,1962,61,1962,No,122067,3,60,260000
2,1,960,20954,480,0.05,1.0,0,0,3,1977,46,1977,No,122025,1,75,255000
4,2,1910,7826,477,0.24,1.0,0,0,4,1973,50,1973,No,122040,2,63,253000
2,1,950,11835,475,0.08,1.0,0,0,3,1932,91,1932,No,122058,1,67,250000
2,1,750,6350,375,0.12,1.0,0,0,3,1920,103,1920,No,122028,2,70,250000
3,1,1280,9000,426,0.14,1.5,0,0,4,1954,69,1954,No,122052,1,54,240000
3,2,2000,12208,666,0.16,1.0,0,0,3,1979,44,1979,No,122066,2,54,237000
3,2,1320,12528,440,0.11,1.0,0,0,4,1970,53,1970,No,122035,3,79,207500
3,1,940,7980,313,0.12,1.0,0,0,4,1960,63,1960,No,122066,3,54,205000
3,2,1670,7056,556,0.24,1.0,0,0,4,1958,65,1958,No,122072,1,65,180000
3,2,1470,18459,490,0.08,2.0,0,0,4,1916,107,1916,No,122018,3,61,169000
4,4,5220,15411,1305,0.34,2.0,0,3,3,2006,17,2006,No,122020,3,67,1480000
3,3,4190,9624,1396,0.44,2.0,0,0,3,1999,24,1999,No,122027,2,60,1150000
4,3,3110,11397,777,0.27,2.0,0,3,4,1984,39,1984,No,122027,2,63,960000
4,3,3680,7105,920,0.52,2.0,0,2,3,2008,15,2008,No,122006,1,70,935000
3,2,2010,4000,670,0.5,1.0,0,0,5,1915,108,1915,No,122028,1,65,875000
3,3,2060,9715,686,0.21,2.0,0,0,3,1924,99,2006,Yes,122006,2,75,840000
3,4,3470,4171,1156,0.83,3.0,0,0,3,2008,15,2008,No,122033,2,72,834800
3,3,3370,6550,1123,0.51,2.0,0,2,4,1912,111,2001,Yes,122064,3,79,830000
3,2,1290,8175,430,0.16,1.0,0,0,4,1952,71,1952,No,122048,3,77,781000
4,3,4660,7157,1165,0.65,2.0,0,0,3,2003,20,2003,No,122015,3,62,760000
3,2,2060,5721,686,0.36,1.0,0,2,3,1964,59,1964,No,122016,1,60,746300
4,3,2260,12005,565,0.19,1.0,0,0,4,1956,67,1989,Yes,122049,2,67,738950
4,3,3070,5936,767,0.52,2.0,0,0,3,2005,18,2005,No,122020,2,60,731000
3,2,1650,10250,550,0.16,1.0,0,0,5,1963,60,1963,No,122049,2,60,710000
4,3,2650,9990,662,0.27,2.0,0,0,3,1990,33,1990,No,122011,2,68,695000
3,2,1010,5973,336,0.17,1.0,0,0,5,1942,81,1942,No,122010,3,77,675000
4,2,1440,4300,360,0.33,1.5,0,0,4,1929,94,1929,No,122007,2,67,656000
3,3,3060,7831,1020,0.39,2.0,0,2,3,2004,19,2004,No,122008,2,59,650000
3,2,2130,4000,710,0.53,2.0,0,0,3,1908,115,1908,No,122006,1,72,645000
3,2,1960,4080,653,0.48,1.5,0,0,3,1915,108,1915,No,122006,2,57,640000
3,2,1040,5097,346,0.2,1.0,0,0,4,1944,79,1944,No,122032,1,59,619790
3,2,1990,3000,663,0.66,1.5,0,2,5,1927,96,1927,No,122054,1,80,619000
3,2,1900,5000,633,0.38,1.0,0,0,5,1951,72,1951,No,122009,3,74,615000
3,2,1920,7400,640,0.26,1.0,0,0,4,1977,46,1977,No,122027,1,53,605000
3,3,1590,1937,530,0.82,2.5,0,0,3,2004,19,2004,No,122009,3,59,580000
3,2,1540,4800,513,0.32,1.0,0,0,4,1925,98,1925,No,122004,3,50,565000
5,2,1910,9720,382,0.2,1.0,0,0,4,1955,68,1955,No,122027,2,80,565000
4,3,2930,22000,732,0.13,1.0,0,3,4,1978,45,1978,No,122018,2,73,560000
4,3,2760,13113,690,0.21,1.0,0,0,4,1974,49,1974,No,122058,1,67,550000
4,3,2360,15100,590,0.16,1.0,0,0,3,2014,9,2014,No,122052,3,62,535000
